OID_,OID1,rgi_id,area_km2,termlon,termlat,lake_term,image_id,image_date
37,,RGI2000-v7.0-G-15-12780,0.098962254413700,96.909087124500005,29.732262191899999,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
38,,RGI2000-v7.0-G-15-12781,1.223464380950000,96.921986631899998,29.728019329300000,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
39,,RGI2000-v7.0-G-15-12782,0.033042762267500,96.929456077599994,29.717546329499999,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
40,,RGI2000-v7.0-G-15-12783,0.077719905694400,96.924044834699998,29.713656164800000,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
41,,RGI2000-v7.0-G-15-12784,0.369256547406000,96.936088337399994,29.712500753200001,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
42,,RGI2000-v7.0-G-15-12785,0.223271483093000,96.935653868800003,29.706579422699999,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
43,,RGI2000-v7.0-G-15-12786,0.245650680920000,96.923079644100000,29.706919630800002,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
44,,RGI2000-v7.0-G-15-12787,0.056732808680300,96.915945011100007,29.700663273299998,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
45,,RGI2000-v7.0-G-15-12788,0.022943409703200,96.915187797300007,29.696269664500001,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
46,,RGI2000-v7.0-G-15-12789,0.036212963688700,96.904668651999998,29.687932635700001,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
47,,RGI2000-v7.0-G-15-12790,0.471173968890000,96.940136195799994,29.697463544400001,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
48,,RGI2000-v7.0-G-15-12791,0.112847440557000,96.944176424000005,29.689968073599999,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
49,,RGI2000-v7.0-G-15-12792,0.050020948453900,96.950226271399998,29.685072024200000,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
50,,RGI2000-v7.0-G-15-12793,0.022970366037500,96.943827756000005,29.679105835900000,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
51,,RGI2000-v7.0-G-15-12794,0.306326332766000,96.939581237400006,29.677493256199998,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
52,,RGI2000-v7.0-G-15-12795,0.065006145569200,96.948679272099994,29.669575933400001,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
53,,RGI2000-v7.0-G-15-12796,0.029055660743200,96.937798692100003,29.661651890600002,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
54,,RGI2000-v7.0-G-15-12797,0.434268102614000,96.929317443399995,29.652425897800001,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
55,,RGI2000-v7.0-G-15-12798,0.024056530195600,96.919318415099994,29.656660350900001,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
56,,RGI2000-v7.0-G-15-12799,0.357498194868000,96.932833829700002,29.639745473900000,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
57,,RGI2000-v7.0-G-15-12800,0.326628957858000,96.937672661999997,29.630026143999999,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
58,,RGI2000-v7.0-G-15-12801,0.194851342340000,96.938968716000005,29.619122529799998,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
59,,RGI2000-v7.0-G-15-12802,0.050573086138400,96.936854495800006,29.620245523900000,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
60,,RGI2000-v7.0-G-15-12803,0.260232732861000,96.938277231200004,29.617400605499999,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
61,,RGI2000-v7.0-G-15-12804,0.256872123630000,96.941034777200002,29.614571597000001,3,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
62,,RGI2000-v7.0-G-15-12805,0.393763704152000,96.929738457100001,29.610282030299999,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
63,,RGI2000-v7.0-G-15-12806,0.124093696406000,96.933239211800000,29.599694772500001,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
64,,RGI2000-v7.0-G-15-12807,0.062882741715700,96.926432059299998,29.601862038600000,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
65,,RGI2000-v7.0-G-15-12808,0.058053052489800,96.930869344499996,29.599035500700001,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
66,,RGI2000-v7.0-G-15-12809,0.121430361082000,96.924001615600005,29.599473818600000,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
67,,RGI2000-v7.0-G-15-12810,0.228400279250000,96.931200905799997,29.592212319100000,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
68,,RGI2000-v7.0-G-15-12811,0.138172221298000,96.940484362099994,29.602926584999999,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
69,,RGI2000-v7.0-G-15-12812,0.226958274912000,96.947562372899995,29.608014990800001,1,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
70,,RGI2000-v7.0-G-15-12813,0.446306455339000,96.961902824700005,29.600286158999999,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
71,,RGI2000-v7.0-G-15-12814,0.117724974444000,96.947851548800003,29.596690955800000,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
72,,RGI2000-v7.0-G-15-12815,0.454558315417000,96.963383354599998,29.594573717100001,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
73,,RGI2000-v7.0-G-15-12816,0.146953165218000,96.962840648200000,29.588752268600000,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
74,,RGI2000-v7.0-G-15-12817,0.062409879274000,96.955237720400007,29.622426609800002,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
75,,RGI2000-v7.0-G-15-12818,0.023145069384900,96.961247241300001,29.623574567900000,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
76,,RGI2000-v7.0-G-15-12819,0.028864879444600,96.946107458300006,29.625302325800000,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
77,,RGI2000-v7.0-G-15-12820,0.067532483133200,96.941522453000005,29.629030890999999,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
78,,RGI2000-v7.0-G-15-12821,0.019309330838700,96.947005579099994,29.631970636700000,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
79,,RGI2000-v7.0-G-15-12822,0.375635006742000,96.917061880000006,29.618201573600000,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
80,,RGI2000-v7.0-G-15-12823,0.030295747660800,96.912292535199995,29.612078876000002,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
81,,RGI2000-v7.0-G-15-12824,0.090253147317100,96.911651200799994,29.610179355100001,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
82,,RGI2000-v7.0-G-15-12825,0.119022537024000,96.906059641699997,29.619629259300002,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
83,,RGI2000-v7.0-G-15-12826,0.767551455608000,96.900900069900004,29.618977675600000,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
84,,RGI2000-v7.0-G-15-12827,0.219248983401000,96.894093067499995,29.619960691300001,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
85,,RGI2000-v7.0-G-15-12828,0.459171015080000,96.893980474599999,29.623177106600000,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
86,,RGI2000-v7.0-G-15-12829,0.112223723694000,96.889726125300001,29.627764297300001,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
87,,RGI2000-v7.0-G-15-12830,0.036170741619900,96.882839878699997,29.628815481099998,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
88,,RGI2000-v7.0-G-15-12831,0.083195088096100,96.881382441200003,29.621573051799999,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
89,,RGI2000-v7.0-G-15-12832,0.412213553287000,96.875978668299993,29.623795015399999,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
90,,RGI2000-v7.0-G-15-12833,0.157353656074000,96.865743595699996,29.616350970799999,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
91,,RGI2000-v7.0-G-15-12834,0.277695833024000,96.862899451499999,29.612012037700001,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
92,,RGI2000-v7.0-G-15-12835,0.339831817749000,96.871786999099996,29.610066897300001,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
93,,RGI2000-v7.0-G-15-12836,0.427867645097000,96.875571857899999,29.608273252499998,3,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
94,,RGI2000-v7.0-G-15-12837,0.239416873170000,96.867443175299996,29.596353505400000,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
95,,RGI2000-v7.0-G-15-12838,0.325831764642000,96.855977844500003,29.601504815900000,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
96,,RGI2000-v7.0-G-15-12839,0.808801422041000,96.867025041999995,29.591782728700000,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
97,,RGI2000-v7.0-G-15-12840,0.079175922593900,96.858522092300007,29.589181020300000,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
98,,RGI2000-v7.0-G-15-12841,0.339346307632000,96.871260043600003,29.583173263199999,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
99,,RGI2000-v7.0-G-15-12842,0.071298540492300,96.864430105899999,29.575979078200000,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
100,,RGI2000-v7.0-G-15-12843,0.390916287848000,96.857245361300002,29.576059719800000,3,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
101,,RGI2000-v7.0-G-15-12844,0.174994710236000,96.861083343199994,29.566969636300001,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
102,,RGI2000-v7.0-G-15-12845,0.225916204641000,96.866915502500007,29.562571494899998,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
103,,RGI2000-v7.0-G-15-12846,0.074542936844100,96.873917790700006,29.559881801900001,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
104,,RGI2000-v7.0-G-15-12847,0.937337399549000,96.883659615499994,29.559173585600000,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
105,,RGI2000-v7.0-G-15-12848,0.818273502520000,96.860189778199995,29.562803733700001,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
106,,RGI2000-v7.0-G-15-12849,0.152406388937000,96.863268594999994,29.552249028199999,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
107,,RGI2000-v7.0-G-15-12850,0.395690128845000,96.861759111200001,29.544276851599999,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
108,,RGI2000-v7.0-G-15-12851,0.238325834697000,96.860678541100000,29.543384338900001,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
109,,RGI2000-v7.0-G-15-12852,0.193159076335000,96.861406388000006,29.538309425000001,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
110,,RGI2000-v7.0-G-15-12853,0.283585003868000,96.858331341200000,29.543747039199999,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
111,,RGI2000-v7.0-G-15-12854,0.629542871232000,96.855822159200002,29.526762657999999,2,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
112,,RGI2000-v7.0-G-15-12855,0.157391674581000,96.848957437899998,29.535659442600000,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
113,,RGI2000-v7.0-G-15-12856,0.087822656483700,96.843759172600002,29.530661167100000,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
114,,RGI2000-v7.0-G-15-12857,0.011814959207300,96.849505868300000,29.528396757700001,2,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
115,,RGI2000-v7.0-G-15-12858,0.093137617291800,96.860186793899999,29.524507033999999,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
116,,RGI2000-v7.0-G-15-12859,0.163381923519000,96.866918100199996,29.523001761900002,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
117,,RGI2000-v7.0-G-15-12860,0.443663807803000,96.870907480800000,29.528553319499999,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
118,,RGI2000-v7.0-G-15-12861,0.089951168566800,96.872053191399999,29.532792245900001,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
119,,RGI2000-v7.0-G-15-12862,0.147013061712000,96.876059867300000,29.534897717300002,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
120,,RGI2000-v7.0-G-15-12863,0.916740279819000,96.881849738499994,29.534344462200000,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
121,,RGI2000-v7.0-G-15-12864,2.302161344340000,96.892691871699995,29.557516599100001,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
122,,RGI2000-v7.0-G-15-12865,0.321500727561000,96.885252255699996,29.534004137800000,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
123,,RGI2000-v7.0-G-15-12866,0.343888714322000,96.903113957900004,29.526571291000000,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
124,,RGI2000-v7.0-G-15-12867,0.264850504673000,96.895229226900000,29.520252885700000,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
125,,RGI2000-v7.0-G-15-12868,0.444285481263000,96.895835832299994,29.516686282799999,3,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
126,,RGI2000-v7.0-G-15-12869,0.261268408211000,96.887291280100001,29.509834720200001,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
127,,RGI2000-v7.0-G-15-12870,0.499272861401000,96.885492059800001,29.497768548600000,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
128,,RGI2000-v7.0-G-15-12871,0.061869790214200,96.877111859699994,29.493967526700001,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
129,,RGI2000-v7.0-G-15-12872,0.021110687283300,96.872472451999997,29.493205700200001,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
130,,RGI2000-v7.0-G-15-12873,0.069947065829100,96.883109493600003,29.489831101400000,2,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
131,,RGI2000-v7.0-G-15-12874,0.039571031468800,96.894597452400006,29.500036067000000,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
132,,RGI2000-v7.0-G-15-12875,0.220515449401000,96.912925656699997,29.535526079699999,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
133,,RGI2000-v7.0-G-15-12876,1.915763639360000,96.913375368600001,29.539763119300002,3,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
134,,RGI2000-v7.0-G-15-12877,0.216609877718000,96.912363549700004,29.549115241999999,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
135,,RGI2000-v7.0-G-15-12878,0.534047804429000,96.905633892300003,29.557062800600001,3,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
136,,RGI2000-v7.0-G-15-12879,0.083205082638100,96.913803660699998,29.557519569899998,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
137,,RGI2000-v7.0-G-15-12880,0.219976423010000,96.892188120300005,29.584304117900000,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
138,,RGI2000-v7.0-G-15-12881,2.965965693670000,96.878976104800003,29.588657958700001,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
139,,RGI2000-v7.0-G-15-12882,0.208437059298000,96.855663492399998,29.573150116600001,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
140,,RGI2000-v7.0-G-15-12883,0.359813786843000,96.848534025299998,29.596031520299999,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
141,,RGI2000-v7.0-G-15-12884,0.155999422620000,96.831317849800001,29.611314396899999,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
142,,RGI2000-v7.0-G-15-12885,0.122312027471000,96.826657331000007,29.611787711400002,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
143,,RGI2000-v7.0-G-15-12886,0.308290193507000,96.821990127899994,29.612499279600002,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
144,,RGI2000-v7.0-G-15-12887,0.033028235021000,96.816569450000003,29.604752506200001,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
145,,RGI2000-v7.0-G-15-12888,0.020102696342600,96.828314399600004,29.642397614000000,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
146,,RGI2000-v7.0-G-15-12889,0.084078283799200,96.862184568999993,29.652883877499999,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
147,,RGI2000-v7.0-G-15-12890,0.027402650561400,96.872988019499999,29.659652871399999,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
148,,RGI2000-v7.0-G-15-12891,0.107069812785000,96.889373660499999,29.638390999700000,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
149,,RGI2000-v7.0-G-15-12892,0.018088796236600,96.966775005000002,29.661198572299998,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
150,,RGI2000-v7.0-G-15-12893,0.385768338957000,97.002863208400001,29.677492430299999,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
151,,RGI2000-v7.0-G-15-12894,0.361100008523000,97.002583821399995,29.686134614400000,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
152,,RGI2000-v7.0-G-15-12895,0.259190864971000,97.004740638900003,29.692315031900002,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
153,,RGI2000-v7.0-G-15-12896,0.141160495951000,97.009160447499994,29.693651597399999,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
154,,RGI2000-v7.0-G-15-12897,0.118463106229000,97.011460598400006,29.686294842900001,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
155,,RGI2000-v7.0-G-15-12898,0.699967388764000,97.027107838999996,29.685718853899999,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
156,,RGI2000-v7.0-G-15-12899,0.065314223891400,97.028074286700004,29.681764596699999,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
157,,RGI2000-v7.0-G-15-12900,0.116634712315000,97.032589009700004,29.679972045300001,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
158,,RGI2000-v7.0-G-15-12901,0.088310542421000,97.039876348299998,29.677464752300001,3,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
159,,RGI2000-v7.0-G-15-12902,0.880532810340000,97.049268658100004,29.671943937199998,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
160,,RGI2000-v7.0-G-15-12903,0.163530299879000,97.042271757899996,29.659043687600001,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
161,,RGI2000-v7.0-G-15-12904,0.900225924970000,97.025386486900004,29.669001313300001,1,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
162,,RGI2000-v7.0-G-15-12905,0.175865346568000,97.028899313899998,29.654735792499999,0,LE07_L1TP_134039_20000716_20200917_02_T1,7/16/2000 0:00:00
